word;Nb_char (C_w);Freq (F_w);Nb_scan (S_w);Nb_act;S_w x F_w;C_w x F_w
francophones;12;143;57;36;8151;1716
rejoints;8;44;49;24;2156;352
manifester;10;124;48;30;5952;1240
leurs;5;6562;28;15;183736;32810
tes;3;591;21;9;12411;1773
portent;7;394;41;21;16154;2758
nom;3;7508;18;9;135144;22524
youth;5;7;35;15;245;35
for;3;238;16;9;3808;714
climate;7;6;35;21;210;42
jeunesse;8;507;44;24;22308;4056
semaines;8;794;42;24;33348;6352
certains;8;4815;40;24;192600;38520
etudiants;9;284;48;27;13632;2556
universites;11;146;60;33;8760;1606
hautes;6;364;35;18;12740;2184
promis;6;142;34;18;4828;852
allaient;8;99;38;24;3762;792
pouvaient;9;530;46;27;24380;4770
