word,Nb_char (C_w),Freq (F_w),Nb_scan_block (S_w_b),Nb_scan_key (S_w_k),Nb_scan (S_w),Nb_act_block,Nb_act_key,Nb_act,S_w_b x F_w,S_w_k x F_w,S_w x F_w,C_w x F_w,,,
officielle ,11,589,0,93,93,0,11,11,0,54777,54777,6479,,,
contraire ,10,589,0,113,113,0,10,10,0,66557,66557,5890,,,
ami ,4,589,0,27,27,0,4,4,0,15903,15903,2356,,,
mediterranee ,13,588,0,130,130,0,13,13,0,76440,76440,7644,,,
importance ,11,588,0,125,125,0,11,11,0,73500,73500,6468,,,
international ,14,587,0,166,166,0,14,14,0,97442,97442,8218,,,
industrie ,10,587,0,129,129,0,10,10,0,75723,75723,5870,,,
nombres ,8,586,0,94,94,0,8,8,0,55084,55084,4688,,,
recu ,5,586,0,52,52,0,5,5,0,30472,30472,2930,,,
fortement ,10,586,0,126,126,0,10,10,0,73836,73836,5860,,,
connaitre ,10,585,0,109,109,0,10,10,0,63765,63765,5850,,,
certain ,8,585,0,78,78,0,8,8,0,45630,45630,4680,,,
existence ,10,585,0,114,114,0,10,10,0,66690,66690,5850,,,
enseignement ,13,585,0,143,143,0,13,13,0,83655,83655,7605,,,
al ,3,584,0,16,16,0,3,3,0,9344,9344,1752,,,
amour ,6,584,0,74,74,0,6,6,0,43216,43216,3504,,,
progressivement ,16,584,0,221,221,0,16,16,0,129064,129064,9344,,,
autorite ,9,584,0,118,118,0,9,9,0,68912,68912,5256,,,
ch ,3,584,0,14,14,0,3,3,0,8176,8176,1752,,,
ressemble ,10,584,0,108,108,0,10,10,0,63072,63072,5840,,,
defaite ,8,584,0,58,58,0,8,8,0,33872,33872,4672,,,
mission ,8,584,0,106,106,0,8,8,0,61904,61904,4672,,,
campagne ,9,584,0,69,69,0,9,9,0,40296,40296,5256,,,
oui ,4,583,0,49,49,0,4,4,0,28567,28567,2332,,,
statut ,7,581,0,108,108,0,7,7,0,62748,62748,4067,,,
administration ,15,580,0,181,181,0,15,15,0,104980,104980,8700,,,
partis ,7,577,0,90,90,0,7,7,0,51930,51930,4039,,,
cousin ,7,577,0,88,88,0,7,7,0,50776,50776,4039,,,
generale ,9,576,0,76,76,0,9,9,0,43776,43776,5184,,,
batiments ,10,576,0,113,113,0,10,10,0,65088,65088,5760,,,
mathematiques ,14,575,0,166,166,0,14,14,0,95450,95450,8050,,,
etats ,6,575,0,71,71,0,6,6,0,40825,40825,3450,,,
neanmoins ,10,575,0,114,114,0,10,10,0,65550,65550,5750,,,
correspond ,11,574,0,138,138,0,11,11,0,79212,79212,6314,,,
capable ,8,574,0,48,48,0,8,8,0,27552,27552,4592,,,
poisson ,8,574,0,115,115,0,8,8,0,66010,66010,4592,,,
vivants ,8,574,0,115,115,0,8,8,0,66010,66010,4592,,,
participer ,11,573,0,126,126,0,11,11,0,72198,72198,6303,,,
chaleur ,8,573,0,76,76,0,8,8,0,43548,43548,4584,,,
vallee ,7,573,0,64,64,0,7,7,0,36672,36672,4011,,,
donnees ,8,572,0,84,84,0,8,8,0,48048,48048,4576,,,
navires ,8,572,0,96,96,0,8,8,0,54912,54912,4576,,,
nourrit ,8,572,0,123,123,0,8,8,0,70356,70356,4576,,,
consiste ,9,571,0,113,113,0,9,9,0,64523,64523,5139,,,
cellules ,9,571,0,98,98,0,9,9,0,55958,55958,5139,,,
frontiere ,10,570,0,120,120,0,10,10,0,68400,68400,5700,,,
lettres ,8,569,0,107,107,0,8,8,0,60883,60883,4552,,,
doute ,6,569,0,71,71,0,6,6,0,40399,40399,3414,,,
orient ,7,568,0,88,88,0,7,7,0,49984,49984,3976,,,
radio ,6,568,0,53,53,0,6,6,0,30104,30104,3408,,,
carte ,6,568,0,53,53,0,6,6,0,30104,30104,3408,,,
mur ,4,567,0,56,56,0,4,4,0,31752,31752,2268,,,
categorie ,10,567,0,93,93,0,10,10,0,52731,52731,5670,,,
milliards ,10,567,0,107,107,0,10,10,0,60669,60669,5670,,,
zones ,6,567,0,85,85,0,6,6,0,48195,48195,3402,,,
forme ,6,566,0,63,63,0,6,6,0,35658,35658,3396,,,
provoque ,9,566,0,138,138,0,9,9,0,78108,78108,5094,,,
dimanche ,9,565,0,66,66,0,9,9,0,37290,37290,5085,,,
danger ,7,565,0,56,56,0,7,7,0,31640,31640,3955,,,
decouvre ,9,565,0,102,102,0,9,9,0,57630,57630,5085,,,
utilisent ,10,565,0,139,139,0,10,10,0,78535,78535,5650,,,
mouvements ,11,565,0,158,158,0,11,11,0,89270,89270,6215,,,
regulierement ,14,564,0,166,166,0,14,14,0,93624,93624,7896,,,
prison ,7,564,0,98,98,0,7,7,0,55272,55272,3948,,,
experience ,11,564,0,115,115,0,11,11,0,64860,64860,6204,,,
sortes ,7,564,0,103,103,0,7,7,0,58092,58092,3948,,,
allies ,7,564,0,65,65,0,7,7,0,36660,36660,3948,,,
viennent ,9,563,0,112,112,0,9,9,0,63056,63056,5067,,,
sais ,5,563,0,53,53,0,5,5,0,29839,29839,2815,,,
tours ,6,563,0,99,99,0,6,6,0,55737,55737,3378,,,
importe ,8,563,0,104,104,0,8,8,0,58552,58552,4504,,,
deviennent ,11,563,0,123,123,0,11,11,0,69249,69249,6193,,,
servir ,7,562,0,98,98,0,7,7,0,55076,55076,3934,,,
comte ,6,562,0,62,62,0,6,6,0,34844,34844,3372,,,
numero ,7,561,0,93,93,0,7,7,0,52173,52173,3927,,,
qualite ,8,560,0,93,93,0,8,8,0,52080,52080,4480,,,
australie ,10,560,0,116,116,0,10,10,0,64960,64960,5600,,,
viande ,7,558,0,62,62,0,7,7,0,34596,34596,3906,,,
science ,8,557,0,66,66,0,8,8,0,36762,36762,4456,,,
forets ,7,557,0,90,90,0,7,7,0,50130,50130,3899,,,
permettant ,11,557,0,143,143,0,11,11,0,79651,79651,6127,,,
principales ,12,557,0,134,134,0,12,12,0,74638,74638,6684,,,
nomme ,6,557,0,66,66,0,6,6,0,36762,36762,3342,,,
adultes ,8,556,0,90,90,0,8,8,0,50040,50040,4448,,,
bourgogne ,10,556,0,114,114,0,10,10,0,63384,63384,5560,,,
sexualite ,10,556,0,126,126,0,10,10,0,70056,70056,5560,,,
mario ,6,555,0,62,62,0,6,6,0,34410,34410,3330,,,
signe ,6,554,0,60,60,0,6,6,0,33240,33240,3324,,,
pologne ,8,554,0,92,92,0,8,8,0,50968,50968,4432,,,
relations ,10,554,0,123,123,0,10,10,0,68142,68142,5540,,,
metier ,7,554,0,77,77,0,7,7,0,42658,42658,3878,,,
victimes ,9,551,0,109,109,0,9,9,0,60059,60059,4959,,,
antique ,8,551,0,95,95,0,8,8,0,52345,52345,4408,,,
quelqu ,7,550,0,100,100,0,7,7,0,55000,55000,3850,,,
bande ,6,550,0,32,32,0,6,6,0,17600,17600,3300,,,
chien ,6,550,0,45,45,0,6,6,0,24750,24750,3300,,,
esclaves ,9,550,0,95,95,0,9,9,0,52250,52250,4950,,,
quitte ,7,550,0,99,99,0,7,7,0,54450,54450,3850,,,
peine ,6,549,0,55,55,0,6,6,0,30195,30195,3294,,,
fil ,4,549,0,31,31,0,4,4,0,17019,17019,2196,,,
ukraine ,8,549,0,87,87,0,8,8,0,47763,47763,4392,,,
anciennes ,10,549,0,94,94,0,10,10,0,51606,51606,5490,,,
apprendre ,10,548,0,107,107,0,10,10,0,58636,58636,5480,,,
suivante ,9,548,0,120,120,0,9,9,0,65760,65760,4932,,,
sciences ,9,548,0,86,86,0,9,9,0,47128,47128,4932,,,
chefs ,6,547,0,47,47,0,6,6,0,25709,25709,3282,,,
apparition ,11,547,0,130,130,0,11,11,0,71110,71110,6017,,,
fit ,4,547,0,39,39,0,4,4,0,21333,21333,2188,,,
joseph ,7,547,0,80,80,0,7,7,0,43760,43760,3829,,,
puisqu ,7,546,0,110,110,0,7,7,0,60060,60060,3822,,,
classique ,10,546,0,116,116,0,10,10,0,63336,63336,5460,,,
environnement ,14,545,0,182,182,0,14,14,0,99190,99190,7630,,,
rue ,4,545,0,48,48,0,4,4,0,26160,26160,2180,,,
extreme ,8,545,0,98,98,0,8,8,0,53410,53410,4360,,,
seigneur ,9,545,0,107,107,0,9,9,0,58315,58315,4905,,,
aime ,5,544,0,33,33,0,5,5,0,17952,17952,2720,,,
contenu ,8,544,0,100,100,0,8,8,0,54400,54400,4352,,,
suivant ,8,543,0,114,114,0,8,8,0,61902,61902,4344,,,
vol ,4,543,0,53,53,0,4,4,0,28779,28779,2172,,,
fondee ,7,543,0,56,56,0,7,7,0,30408,30408,3801,,,
communiste ,11,543,0,143,143,0,11,11,0,77649,77649,5973,,,
difference ,11,542,0,86,86,0,11,11,0,46612,46612,5962,,,
totalement ,11,542,0,136,136,0,11,11,0,73712,73712,5962,,,
demander ,9,541,0,73,73,0,9,9,0,39493,39493,4869,,,
sujets ,7,541,0,101,101,0,7,7,0,54641,54641,3787,,,
salut ,6,541,0,79,79,0,6,6,0,42739,42739,3246,,,
rouges ,7,540,0,92,92,0,7,7,0,49680,49680,3780,,,
provinces ,10,539,0,131,131,0,10,10,0,70609,70609,5390,,,
mondial ,8,538,0,76,76,0,8,8,0,40888,40888,4304,,,
naturel ,8,536,0,99,99,0,8,8,0,53064,53064,4288,,,
devenue ,8,536,0,84,84,0,8,8,0,45024,45024,4288,,,
bras ,5,536,0,45,45,0,5,5,0,24120,24120,2680,,,
xvie ,5,536,0,65,65,0,5,5,0,34840,34840,2680,,,
bresil ,7,536,0,72,72,0,7,7,0,38592,38592,3752,,,
etude ,6,535,0,61,61,0,6,6,0,32635,32635,3210,,,
maladies ,9,535,0,73,73,0,9,9,0,39055,39055,4815,,,
hitler ,7,535,0,79,79,0,7,7,0,42265,42265,3745,,,
beau ,5,534,0,34,34,0,5,5,0,18156,18156,2670,,,
celebres ,9,533,0,78,78,0,9,9,0,41574,41574,4797,,,
simon ,6,533,0,76,76,0,6,6,0,40508,40508,3198,,,
sommet ,7,532,0,92,92,0,7,7,0,48944,48944,3724,,,
alexandre ,10,532,0,94,94,0,10,10,0,50008,50008,5320,,,
langage ,8,531,0,55,55,0,8,8,0,29205,29205,4248,,,
realise ,8,531,0,77,77,0,8,8,0,40887,40887,4248,,,
senat ,6,531,0,65,65,0,6,6,0,34515,34515,3186,,,
bonaparte ,10,531,0,102,102,0,10,10,0,54162,54162,5310,,,
expression ,11,531,0,155,155,0,11,11,0,82305,82305,5841,,,
moteur ,7,530,0,99,99,0,7,7,0,52470,52470,3710,,,
pouvaient ,10,530,0,133,133,0,10,10,0,70490,70490,5300,,,
diverses ,9,529,0,110,110,0,9,9,0,58190,58190,4761,,,
difficultes ,12,529,0,126,126,0,12,12,0,66654,66654,6348,,,
canal ,6,529,0,37,37,0,6,6,0,19573,19573,3174,,,
equipes ,8,529,0,100,100,0,8,8,0,52900,52900,4232,,,
avions ,7,528,0,87,87,0,7,7,0,45936,45936,3696,,,
usage ,6,528,0,59,59,0,6,6,0,31152,31152,3168,,,
restent ,8,528,0,109,109,0,8,8,0,57552,57552,4224,,,
perd ,5,528,0,48,48,0,5,5,0,25344,25344,2640,,,
construite ,11,528,0,155,155,0,11,11,0,81840,81840,5808,,,
stade ,6,528,0,55,55,0,6,6,0,29040,29040,3168,,,
revient ,8,527,0,101,101,0,8,8,0,53227,53227,4216,,,
information ,12,527,0,146,146,0,12,12,0,76942,76942,6324,,,
k ,2,527,0,13,13,0,2,2,0,6851,6851,1054,,,
disparu ,8,526,0,96,96,0,8,8,0,50496,50496,4208,,,
objectif ,9,525,0,79,79,0,9,9,0,41475,41475,4725,,,
mammiferes ,11,525,0,113,113,0,11,11,0,59325,59325,5775,,,
combats ,8,525,0,81,81,0,8,8,0,42525,42525,4200,,,
quatrieme ,10,524,0,119,119,0,10,10,0,62356,62356,5240,,,
basse ,6,524,0,52,52,0,6,6,0,27248,27248,3144,,,
ouverture ,10,524,0,155,155,0,10,10,0,81220,81220,5240,,,
servent ,8,524,0,111,111,0,8,8,0,58164,58164,4192,,,
quelle ,7,523,0,79,79,0,7,7,0,41317,41317,3661,,,
lance ,6,523,0,41,41,0,6,6,0,21443,21443,3138,,,
veux ,5,523,0,77,77,0,5,5,0,40271,40271,2615,,,
litterature ,12,523,0,161,161,0,12,12,0,84203,84203,6276,,,
lille ,6,523,0,56,56,0,6,6,0,29288,29288,3138,,,
competition ,12,522,0,151,151,0,12,12,0,78822,78822,6264,,,
total ,6,522,0,74,74,0,6,6,0,38628,38628,3132,,,
suivre ,7,521,0,101,101,0,7,7,0,52621,52621,3647,,,
loup ,5,521,0,69,69,0,5,5,0,35949,35949,2605,,,
malheureusement ,16,520,0,196,196,0,16,16,0,101920,101920,8320,,,
rejoint ,8,520,0,99,99,0,8,8,0,51480,51480,4160,,,
lait ,5,520,0,47,47,0,5,5,0,24440,24440,2600,,,
outils ,7,520,0,103,103,0,7,7,0,53560,53560,3640,,,
marche ,7,520,0,55,55,0,7,7,0,28600,28600,3640,,,
donnent ,8,517,0,94,94,0,8,8,0,48598,48598,4136,,,
batiment ,9,516,0,93,93,0,9,9,0,47988,47988,4644,,,
lien ,5,516,0,45,45,0,5,5,0,23220,23220,2580,,,
voiture ,8,515,0,118,118,0,8,8,0,60770,60770,4120,,,
envie ,6,515,0,61,61,0,6,6,0,31415,31415,3090,,,
maire ,6,515,0,52,52,0,6,6,0,26780,26780,3090,,,
ecrivain ,9,514,0,90,90,0,9,9,0,46260,46260,4626,,,
olympiques ,11,514,0,163,163,0,11,11,0,83782,83782,5654,,,
refuse ,7,513,0,81,81,0,7,7,0,41553,41553,3591,,,
civile ,7,512,0,67,67,0,7,7,0,34304,34304,3584,,,
vert ,5,512,0,70,70,0,5,5,0,35840,35840,2560,,,
venir ,6,511,0,74,74,0,6,6,0,37814,37814,3066,,,
double ,7,511,0,66,66,0,7,7,0,33726,33726,3577,,,
faite ,6,510,0,47,47,0,6,6,0,23970,23970,3060,,,
in ,3,510,0,26,26,0,3,3,0,13260,13260,1530,,,
edition ,8,509,0,84,84,0,8,8,0,42756,42756,4072,,,
ts ,3,509,0,42,42,0,3,3,0,21378,21378,1527,,,
electricite ,12,509,0,121,121,0,12,12,0,61589,61589,6108,,,
john ,5,509,0,52,52,0,5,5,0,26468,26468,2545,,,
avion ,6,508,0,67,67,0,6,6,0,34036,34036,3048,,,
ailes ,6,508,0,52,52,0,6,6,0,26416,26416,3048,,,
possedent ,10,508,0,127,127,0,10,10,0,64516,64516,5080,,,
utc ,4,508,0,48,48,0,4,4,0,24384,24384,2032,,,
jeunesse ,9,507,0,107,107,0,9,9,0,54249,54249,4563,,,
cirque ,7,507,0,80,80,0,7,7,0,40560,40560,3549,,,
exterieur ,10,507,0,135,135,0,10,10,0,68445,68445,5070,,,
prennent ,9,507,0,115,115,0,9,9,0,58305,58305,4563,,,
oubliee ,8,507,0,77,77,0,8,8,0,39039,39039,4056,,,
change ,7,506,0,45,45,0,7,7,0,22770,22770,3542,,,
mythologie ,11,506,0,140,140,0,11,11,0,70840,70840,5566,,,
adulte ,7,506,0,70,70,0,7,7,0,35420,35420,3542,,,
actions ,8,505,0,89,89,0,8,8,0,44945,44945,4040,,,
sources ,8,505,0,108,108,0,8,8,0,54540,54540,4040,,,
solaire ,8,505,0,87,87,0,8,8,0,43935,43935,4040,,,
sein ,5,505,0,52,52,0,5,5,0,26260,26260,2525,,,
unite ,6,504,0,75,75,0,6,6,0,37800,37800,3024,,,
dessin ,7,504,0,77,77,0,7,7,0,38808,38808,3528,,,
francs ,7,504,0,68,68,0,7,7,0,34272,34272,3528,,,
champion ,9,504,0,88,88,0,9,9,0,44352,44352,4536,,,
communistes ,12,504,0,163,163,0,12,12,0,82152,82152,6048,,,
soir ,5,503,0,66,66,0,5,5,0,33198,33198,2515,,,
essentiellement ,16,502,0,193,193,0,16,16,0,96886,96886,8032,,,
athenes ,8,502,0,80,80,0,8,8,0,40160,40160,4016,,,
chaud ,6,501,0,43,43,0,6,6,0,21543,21543,3006,,,
officiellement ,15,501,0,149,149,0,15,15,0,74649,74649,7515,,,
cesar ,6,501,0,52,52,0,6,6,0,26052,26052,3006,,,
annonce ,8,500,0,74,74,0,8,8,0,37000,37000,4000,,,
gagner ,7,499,0,59,59,0,7,7,0,29441,29441,3493,,,
conflit ,8,499,0,87,87,0,8,8,0,43413,43413,3992,,,
protestants ,12,499,0,179,179,0,12,12,0,89321,89321,5988,,,
arc ,4,499,0,26,26,0,4,4,0,12974,12974,1996,,,
tiers ,6,499,0,77,77,0,6,6,0,38423,38423,2994,,,
europeen ,9,498,0,108,108,0,9,9,0,53784,53784,4482,,,
oiseau ,7,498,0,77,77,0,7,7,0,38346,38346,3486,,,
germanique ,11,498,0,121,121,0,11,11,0,60258,60258,5478,,,
central ,8,498,0,81,81,0,8,8,0,40338,40338,3984,,,
deroule ,8,497,0,88,88,0,8,8,0,43736,43736,3976,,,
court ,6,497,0,83,83,0,6,6,0,41251,41251,2982,,,
defendre ,9,497,0,70,70,0,9,9,0,34790,34790,4473,,,
matin ,6,496,0,63,63,0,6,6,0,31248,31248,2976,,,
veritable ,10,496,0,104,104,0,10,10,0,51584,51584,4960,,,
cadre ,6,496,0,37,37,0,6,6,0,18352,18352,2976,,,
monarchie ,10,496,0,96,96,0,10,10,0,47616,47616,4960,,,
pensent ,8,495,0,101,101,0,8,8,0,49995,49995,3960,,,
marche ,7,495,0,55,55,0,7,7,0,27225,27225,3465,,,
danse ,6,495,0,49,49,0,6,6,0,24255,24255,2970,,,
originaire ,11,495,0,116,116,0,11,11,0,57420,57420,5445,,,
biens ,6,495,0,55,55,0,6,6,0,27225,27225,2970,,,
voter ,6,495,0,86,86,0,6,6,0,42570,42570,2970,,,
sucre ,6,495,0,72,72,0,6,6,0,35640,35640,2970,,,
pourra ,7,494,0,96,96,0,7,7,0,47424,47424,3458,,,
opposition ,11,494,0,159,159,0,11,11,0,78546,78546,5434,,,
neuf ,5,494,0,51,51,0,5,5,0,25194,25194,2470,,,
operation ,10,494,0,123,123,0,10,10,0,60762,60762,4940,,,
dangereux ,10,493,0,109,109,0,10,10,0,53737,53737,4930,,,
division ,9,492,0,110,110,0,9,9,0,54120,54120,4428,,,
belges ,7,492,0,57,57,0,7,7,0,28044,28044,3444,,,
futur ,6,492,0,92,92,0,6,6,0,45264,45264,2952,,,
machine ,8,492,0,61,61,0,8,8,0,30012,30012,3936,,,
porter ,7,491,0,99,99,0,7,7,0,48609,48609,3437,,,
meilleure ,10,491,0,110,110,0,10,10,0,54010,54010,4910,,,
publie ,7,490,0,72,72,0,7,7,0,35280,35280,3430,,,
choisi ,7,490,0,70,70,0,7,7,0,34300,34300,3430,,,
autorites ,10,490,0,138,138,0,10,10,0,67620,67620,4900,,,
decisions ,10,489,0,107,107,0,10,10,0,52323,52323,4890,,,
rares ,6,488,0,67,67,0,6,6,0,32696,32696,2928,,,
architecture ,13,488,0,144,144,0,13,13,0,70272,70272,6344,,,
contact ,8,487,0,84,84,0,8,8,0,40908,40908,3896,,,
front ,6,486,0,79,79,0,6,6,0,38394,38394,2916,,,
ordinateur ,11,485,0,136,136,0,11,11,0,65960,65960,5335,,,
encyclopedie ,13,485,0,129,129,0,13,13,0,62565,62565,6305,,,
probablement ,13,484,0,136,136,0,13,13,0,65824,65824,6292,,,
television ,11,484,0,141,141,0,11,11,0,68244,68244,5324,,,
ceci ,5,484,0,25,25,0,5,5,0,12100,12100,2420,,,
liquide ,8,484,0,85,85,0,8,8,0,41140,41140,3872,,,
convention ,11,484,0,142,142,0,11,11,0,68728,68728,5324,,,
continent ,10,484,0,124,124,0,10,10,0,60016,60016,4840,,,
sortir ,7,483,0,106,106,0,7,7,0,51198,51198,3381,,,
departements ,13,483,0,153,153,0,13,13,0,73899,73899,6279,,,
wiki ,5,483,0,57,57,0,5,5,0,27531,27531,2415,,,
entierement ,12,481,0,140,140,0,12,12,0,67340,67340,5772,,,
os ,3,481,0,37,37,0,3,3,0,17797,17797,1443,,,
esprit ,7,480,0,94,94,0,7,7,0,45120,45120,3360,,,
melange ,8,480,0,65,65,0,8,8,0,31200,31200,3840,,,
eut ,4,480,0,50,50,0,4,4,0,24000,24000,1920,,,
tradition ,10,479,0,120,120,0,10,10,0,57480,57480,4790,,,
occidentale ,12,479,0,103,103,0,12,12,0,49337,49337,5748,,,
males ,6,479,0,56,56,0,6,6,0,26824,26824,2874,,,
mexique ,8,479,0,102,102,0,8,8,0,48858,48858,3832,,,
bateau ,7,478,0,57,57,0,7,7,0,27246,27246,3346,,,
guillaume ,10,478,0,111,111,0,10,10,0,53058,53058,4780,,,
travaille ,10,478,0,110,110,0,10,10,0,52580,52580,4780,,,
sable ,6,478,0,45,45,0,6,6,0,21510,21510,2868,,,
phenomene ,10,477,0,105,105,0,10,10,0,50085,50085,4770,,,
faits ,6,477,0,61,61,0,6,6,0,29097,29097,2862,,,
perdu ,6,477,0,70,70,0,6,6,0,33390,33390,2862,,,
puisse ,7,477,0,96,96,0,7,7,0,45792,45792,3339,,,
trouve ,7,476,0,108,108,0,7,7,0,51408,51408,3332,,,
pacifique ,10,476,0,97,97,0,10,10,0,46172,46172,4760,,,
gris ,5,476,0,58,58,0,5,5,0,27608,27608,2380,,,
partisans ,10,476,0,127,127,0,10,10,0,60452,60452,4760,,,
eleve ,6,475,0,55,55,0,6,6,0,26125,26125,2850,,,
euros ,6,475,0,84,84,0,6,6,0,39900,39900,2850,,,
longues ,8,475,0,101,101,0,8,8,0,47975,47975,3800,,,
loire ,6,475,0,65,65,0,6,6,0,30875,30875,2850,,,
colonies ,9,475,0,101,101,0,9,9,0,47975,47975,4275,,,
champs ,7,474,0,67,67,0,7,7,0,31758,31758,3318,,,
modifier ,9,473,0,88,88,0,9,9,0,41624,41624,4257,,,
pain ,5,473,0,45,45,0,5,5,0,21285,21285,2365,,,
vieux ,6,473,0,87,87,0,6,6,0,41151,41151,2838,,,
indique ,8,472,0,87,87,0,8,8,0,41064,41064,3776,,,
souhaite ,9,472,0,107,107,0,9,9,0,50504,50504,4248,,,
massif ,7,472,0,74,74,0,7,7,0,34928,34928,3304,,,
renaissance ,12,472,0,120,120,0,12,12,0,56640,56640,5664,,,
xviie ,6,472,0,75,75,0,6,6,0,35400,35400,2832,,,
clerge ,7,472,0,57,57,0,7,7,0,26904,26904,3304,,,
populations ,12,472,0,170,170,0,12,12,0,80240,80240,5664,,,
pouvez ,7,472,0,112,112,0,7,7,0,52864,52864,3304,,,
ecologie ,9,471,0,80,80,0,9,9,0,37680,37680,4239,,,
rare ,5,471,0,47,47,0,5,5,0,22137,22137,2355,,,
mi ,3,471,0,25,25,0,3,3,0,11775,11775,1413,,,
elus ,5,471,0,62,62,0,5,5,0,29202,29202,2355,,,
eglises ,8,471,0,84,84,0,8,8,0,39564,39564,3768,,,
fonctionnement ,15,471,0,182,182,0,15,15,0,85722,85722,7065,,,
vi ,3,470,0,34,34,0,3,3,0,15980,15980,1410,,,
remporte ,9,469,0,119,119,0,9,9,0,55811,55811,4221,,,
monnaie ,8,468,0,79,79,0,8,8,0,36972,36972,3744,,,
rejoindre ,10,468,0,108,108,0,10,10,0,50544,50544,4680,,,
oppose ,7,468,0,93,93,0,7,7,0,43524,43524,3276,,,
quant ,6,468,0,79,79,0,6,6,0,36972,36972,2808,,,
joue ,5,466,0,56,56,0,5,5,0,26096,26096,2330,,,
installer ,10,466,0,120,120,0,10,10,0,55920,55920,4660,,,
temoigne ,9,466,0,97,97,0,9,9,0,45202,45202,4194,,,
pauvres ,8,466,0,110,110,0,8,8,0,51260,51260,3728,,,
candidat ,9,466,0,65,65,0,9,9,0,30290,30290,4194,,,
entrer ,7,465,0,87,87,0,7,7,0,40455,40455,3255,,,
constantinople ,15,465,0,192,192,0,15,15,0,89280,89280,6975,,,
assurer ,8,465,0,109,109,0,8,8,0,50685,50685,3720,,,
deesse ,7,465,0,64,64,0,7,7,0,29760,29760,3255,,,
nourrir ,8,464,0,121,121,0,8,8,0,56144,56144,3712,,,
interet ,8,464,0,99,99,0,8,8,0,45936,45936,3712,,,
nicolas ,8,463,0,81,81,0,8,8,0,37503,37503,3704,,,
aventures ,10,462,0,135,135,0,10,10,0,62370,62370,4620,,,
apparaissent ,13,462,0,152,152,0,13,13,0,70224,70224,6006,,,
uf ,3,462,0,30,30,0,3,3,0,13860,13860,1386,,,
noblesse ,9,462,0,100,100,0,9,9,0,46200,46200,4158,,,
terrestre ,10,462,0,138,138,0,10,10,0,63756,63756,4620,,,
papier ,7,461,0,72,72,0,7,7,0,33192,33192,3227,,,
auguste ,8,461,0,102,102,0,8,8,0,47022,47022,3688,,,
algerie ,8,461,0,65,65,0,8,8,0,29965,29965,3688,,,
eteint ,7,461,0,80,80,0,7,7,0,36880,36880,3227,,,
religieuse ,11,460,0,121,121,0,11,11,0,55660,55660,5060,,,
constitue ,10,460,0,136,136,0,10,10,0,62560,62560,4600,,,
remporte ,9,460,0,119,119,0,9,9,0,54740,54740,4140,,,
calendrier ,11,459,0,100,100,0,11,11,0,45900,45900,5049,,,
realiser ,9,459,0,96,96,0,9,9,0,44064,44064,4131,,,
sites ,6,459,0,78,78,0,6,6,0,35802,35802,2754,,,
tableau ,8,459,0,70,70,0,8,8,0,32130,32130,3672,,,
blancs ,7,459,0,58,58,0,7,7,0,26622,26622,3213,,,
tient ,6,458,0,74,74,0,6,6,0,33892,33892,2748,,,
espagnols ,10,458,0,118,118,0,10,10,0,54044,54044,4580,,,
termine ,8,458,0,92,92,0,8,8,0,42136,42136,3664,,,
developper ,11,457,0,129,129,0,11,11,0,58953,58953,5027,,,
lutter ,7,457,0,103,103,0,7,7,0,47071,47071,3199,,,
etend ,6,457,0,54,54,0,6,6,0,24678,24678,2742,,,
dos ,4,455,0,42,42,0,4,4,0,19110,19110,1820,,,
installe ,9,455,0,101,101,0,9,9,0,45955,45955,4095,,,
mange ,6,455,0,46,46,0,6,6,0,20930,20930,2730,,,
couple ,7,455,0,79,79,0,7,7,0,35945,35945,3185,,,
somme ,6,453,0,71,71,0,6,6,0,32163,32163,2718,,,
ministres ,10,453,0,136,136,0,10,10,0,61608,61608,4530,,,
alliance ,9,453,0,66,66,0,9,9,0,29898,29898,4077,,,
reportage ,10,452,0,115,115,0,10,10,0,51980,51980,4520,,,
fr ,3,452,0,27,27,0,3,3,0,12204,12204,1356,,,
jules ,6,452,0,73,73,0,6,6,0,32996,32996,2712,,,
continuer ,10,451,0,129,129,0,10,10,0,58179,58179,4510,,,
montrer ,8,450,0,111,111,0,8,8,0,49950,49950,3600,,,
thomas ,7,450,0,83,83,0,7,7,0,37350,37350,3150,,,
robert ,7,450,0,85,85,0,7,7,0,38250,38250,3150,,,
evolution ,10,450,0,143,143,0,10,10,0,64350,64350,4500,,,
administrateur ,15,450,0,187,187,0,15,15,0,84150,84150,6750,,,
tonnes ,7,449,0,94,94,0,7,7,0,42206,42206,3143,,,
maximum ,8,448,0,102,102,0,8,8,0,45696,45696,3584,,,
fonde ,6,448,0,50,50,0,6,6,0,22400,22400,2688,,,
croix ,6,448,0,75,75,0,6,6,0,33600,33600,2688,,,
publique ,9,447,0,112,112,0,9,9,0,50064,50064,4023,,,
vienne ,7,447,0,76,76,0,7,7,0,33972,33972,3129,,,
via ,4,446,0,36,36,0,4,4,0,16056,16056,1784,,,
different ,10,446,0,97,97,0,10,10,0,43262,43262,4460,,,
pieds ,6,445,0,59,59,0,6,6,0,26255,26255,2670,,,
recherches ,11,445,0,103,103,0,11,11,0,45835,45835,4895,,,
neige ,6,444,0,46,46,0,6,6,0,20424,20424,2664,,,
developpe ,10,444,0,110,110,0,10,10,0,48840,48840,4440,,,
arts ,5,444,0,63,63,0,5,5,0,27972,27972,2220,,,
detruit ,8,442,0,105,105,0,8,8,0,46410,46410,3536,,,
