word;Nb_char (C_w);Freq (F_w);Nb_scan (S_w);Nb_act;S_w x F_w;C_w x F_w;;;
journaliste;11;359;94;33;33746;3949;;;
accueil;7;359;56;21;20104;2513;;;
champ;5;359;39;15;14001;1795;;;
civilisation;12;359;106;36;38054;4308;;;
ceremonie;9;358;69;27;24702;3222;;;
necessaires;11;358;79;33;28282;3938;;;
residence;9;358;64;27;22912;3222;;;
byzantin;8;358;67;24;23986;2864;;;
accueillir;10;357;89;30;31773;3570;;;
erreur;6;357;49;18;17493;2142;;;
compter;7;357;56;21;19992;2499;;;
sultan;6;357;51;18;18207;2142;;;
viii;4;357;45;12;16065;1428;;;
architecte;10;357;76;30;27132;3570;;;
menace;6;357;41;18;14637;2142;;;
