word;Nb_char (C_w);Freq (F_w);Nb_scan (S_w);Nb_act;S_w x F_w;C_w x F_w;;;
necessaires;11;358;39;22;13962;3938;;;
residence;9;358;32;18;11456;3222;;;
byzantin;8;358;36;16;12888;2864;;;
accueillir;10;357;40;20;14280;3570;;;
erreur;6;357;22;12;7854;2142;;;
compter;7;357;26;14;9282;2499;;;
sultan;6;357;21;12;7497;2142;;;
viii;4;357;22;8;7854;1428;;;
architecte;10;357;35;20;12495;3570;;;
menace;6;357;21;12;7497;2142;;;
