word;Nb_char (C_w);Freq (F_w);Nb_scan (S_w);Nb_act;S_w x F_w;C_w x F_w;;;
accueil;7;359;29;21;10411;2513;;;
champ;5;359;22;15;7898;1795;;;
civilisation;12;359;21;11;7539;4308;;;
ceremonie;9;358;42;27;15036;3222;;;
necessaires;11;358;54;33;19332;3938;;;
residence;9;358;43;27;15394;3222;;;
byzantin;8;358;22;8;7876;2864;;;
accueillir;10;357;47;29;16779;3570;;;
erreur;6;357;21;8;7497;2142;;;
compter;7;357;35;17;12495;2499;;;
sultan;6;357;26;11;9282;2142;;;
viii;4;357;21;12;7497;1428;;;
architecte;10;357;31;17;11067;3570;;;
menace;6;357;23;11;8211;2142;;;
