word,Nb_char (C_w),Freq (F_w),Nb_scan (S_w),Nb_act,S_w x F_w,C_w x F_w,,
conditions ,11,1109,80,22,88720,12199,,
decide ,7,1109,48,14,53232,7763,,
retour ,7,1108,59,14,65372,7756,,
choses ,7,1106,47,14,51982,7742,,
vivre ,6,1105,53,12,58565,6630,,
semaine ,8,1101,53,16,58353,8808,,
coupe ,6,1099,45,12,49455,6594,,
objets ,7,1098,41,14,45018,7686,,
fort ,5,1096,43,10,47128,5480,,
construit ,10,1093,72,20,78696,10930,,
cm ,3,1092,22,6,24024,3276,,
allemands ,10,1091,54,20,58914,10910,,
terme ,6,1084,46,12,49864,6504,,
pu ,3,1084,27,6,29268,3252,,
personnage ,11,1078,80,22,86240,11858,,
grec ,5,1078,41,10,44198,5390,,
culture ,8,1078,55,16,59290,8624,,
creation ,9,1077,65,18,70005,9693,,
main ,5,1075,37,10,39775,5375,,
appeles ,8,1073,53,16,56869,8584,,
voit ,5,1067,42,10,44814,5335,,
ancienne ,9,1063,61,18,64843,9567,,
genre ,6,1063,50,12,53150,6378,,
economique ,11,1061,83,22,88063,11671,,
romaine ,8,1061,62,16,65782,8488,,
aucun ,6,1060,37,12,39220,6360,,
forment ,8,1060,62,16,65720,8480,,
permettent ,11,1057,78,22,82446,11627,,
troupes ,8,1056,61,16,64416,8448,,
juste ,6,1056,36,12,38016,6336,,
zone ,5,1055,44,10,46420,5275,,
mise ,5,1055,38,10,40090,5275,,
printemps ,10,1051,79,20,83029,10510,,
vitesse ,8,1050,54,16,56700,8400,,
majorite ,9,1047,63,18,65961,9423,,
vue ,4,1047,31,8,32457,4188,,
desormais ,10,1043,68,20,70924,10430,,
six ,4,1042,35,8,36470,4168,,
elu ,4,1041,29,8,30189,4164,,
national ,9,1040,58,18,60320,9360,,
vraiment ,9,1038,66,18,68508,9342,,
pense ,6,1036,44,12,45584,6216,,
actuellement ,13,1035,75,26,77625,13455,,
difficile ,10,1033,76,20,78508,10330,,
climat ,7,1033,44,14,45452,7231,,
classe ,7,1033,37,14,38221,7231,,
feu ,4,1032,31,8,31992,4128,,
objet ,6,1030,37,12,38110,6180,,
idees ,6,1030,43,12,44290,6180,,
haute ,6,1029,40,12,41160,6174,,
lyon ,5,1029,42,10,43218,5145,,
pourrait ,9,1027,74,18,75998,9243,,
retrouve ,9,1026,72,18,73872,9234,,
coup ,5,1025,39,10,39975,5125,,
recherche ,10,1023,78,20,79794,10230,,
langues ,8,1020,50,16,51000,8160,,
toi ,4,1020,35,8,35700,4080,,
v ,2,1020,19,4,19380,2040,,
assemblee ,10,1019,54,20,55026,10190,,
mots ,5,1018,35,10,35630,5090,,
accord ,7,1015,46,14,46690,7105,,
eviter ,7,1015,57,14,57855,7105,,
aime ,5,1013,36,10,36468,5065,,
oiseaux ,8,1011,57,16,57627,8088,,
image ,6,1010,44,12,44440,6060,,
peux ,5,1010,42,10,42420,5050,,
finalement ,11,1007,73,22,73511,11077,,
devenu ,7,1005,49,14,49245,7035,,
planete ,8,1004,52,16,52208,8032,,
version ,8,1004,65,16,65260,8032,,
maladie ,8,1001,48,16,48048,8008,,
developpement ,14,999,97,28,96903,13986,,
carriere ,9,999,73,18,72927,8991,,
ocean ,6,998,39,12,38922,5988,,
courant ,8,997,55,16,54835,7976,,
lois ,5,996,39,10,38844,4980,,
terres ,7,996,55,14,54780,6972,,
tel ,4,995,28,8,27860,3980,,
livres ,7,993,55,14,54615,6951,,
gaz ,4,992,33,8,32736,3968,,
pratique ,9,991,71,18,70361,8919,,
scientifiques ,14,990,101,28,99990,13860,,
traite ,7,986,51,14,50286,6902,,
travaux ,8,985,54,16,53190,7880,,
sauf ,5,982,31,10,30442,4910,,
loin ,5,981,42,10,41202,4905,,
nature ,7,981,49,14,48069,6867,,
egypte ,7,977,56,14,54712,6839,,
epouse ,7,977,51,14,49827,6839,,
premieres ,10,973,81,20,78813,9730,,
moyenne ,8,972,62,16,60264,7776,,
combat ,7,970,40,14,38800,6790,,
sort ,5,962,40,10,38480,4810,,
paix ,5,960,42,10,40320,4800,,
fer ,4,960,36,8,34560,3840,,
sang ,5,958,33,10,31614,4790,,
aider ,6,957,46,12,44022,5742,,
cinema ,7,957,47,14,44979,6699,,
album ,6,957,34,12,32538,5742,,
maintenant ,11,956,69,22,65964,10516,,
furent ,7,955,54,14,51570,6685,,
militaires ,11,955,81,22,77355,10505,,
poissons ,9,954,66,18,62964,8586,,
connue ,7,952,50,14,47600,6664,,
liberte ,8,952,58,16,55216,7616,,
dix ,4,951,36,8,34236,3804,,
yeux ,5,951,43,10,40893,4755,,
francois ,9,950,65,18,61750,8550,,
considere ,10,947,73,20,69131,9470,,
quoi ,5,946,46,10,43516,4730,,
probleme ,9,946,66,18,62436,8514,,
style ,6,946,42,12,39732,5676,,
sorte ,6,946,46,12,43516,5676,,
etudes ,7,945,44,14,41580,6615,,
deputes ,8,945,53,16,50085,7560,,
victoire ,9,944,73,18,68912,8496,,
groupes ,8,943,64,16,60352,7544,,
ecrire ,7,941,60,14,56460,6587,,
cite ,5,941,37,10,34817,4705,,
organisation ,13,940,94,26,88360,12220,,
proteger ,9,940,76,18,71440,8460,,
cour ,5,937,41,10,38417,4685,,
uvres ,6,936,46,12,43056,5616,,
lequel ,7,935,50,14,46750,6545,,
liste ,6,934,42,12,39228,5604,,
aura ,5,933,33,10,30789,4665,,
scene ,6,931,39,12,36309,5586,,
harry ,6,930,55,12,51150,5580,,
prise ,6,930,52,12,48360,5580,,
personnages ,12,930,84,24,78120,11160,,
tandis ,7,926,45,14,41670,6482,,
plan ,5,925,35,10,32375,4625,,
pourtant ,9,925,65,18,60125,8325,,
f ,2,923,19,4,17537,1846,,
direction ,10,922,78,20,71916,9220,,
propre ,7,921,66,14,60786,6447,,
longue ,7,919,52,14,47788,6433,,
independance ,13,919,86,26,79034,11947,,
allemande ,10,918,56,20,51408,9180,,
represente ,11,916,83,22,76028,10076,,
principal ,10,916,79,20,72364,9160,,
chacun ,7,916,44,14,40304,6412,,
joue ,5,914,35,10,31990,4570,,
joueur ,7,913,52,14,47476,6391,,
passe ,6,912,37,12,33744,5472,,
temperature ,12,911,85,24,77435,10932,,
quelque ,8,911,61,16,55571,7288,,
sujet ,6,910,36,12,32760,5460,,
parties ,8,910,59,16,53690,7280,,
centrale ,9,910,58,18,52780,8190,,
ufs ,4,908,29,8,26332,3632,,
prince ,7,905,59,14,53395,6335,,
port ,5,904,45,10,40680,4520,,
utilisateur ,12,903,82,24,74046,10836,,
populaire ,10,898,78,20,70044,8980,,
voix ,5,898,46,10,41308,4490,,
autant ,7,897,39,14,34983,6279,,
etoile ,7,897,52,14,46644,6279,,
elections ,10,895,67,20,59965,8950,,
britannique ,12,894,89,24,79566,10728,,
presence ,9,894,65,18,58110,8046,,
journee ,8,892,59,16,52628,7136,,
anciens ,8,892,52,16,46384,7136,,
foret ,6,892,49,12,43708,5352,,
automne ,8,892,52,16,46384,7136,,
sept ,5,891,36,10,32076,4455,,
lune ,5,891,36,10,32076,4455,,
faisant ,8,890,49,16,43610,7120,,
route ,6,890,48,12,42720,5340,,
libre ,6,888,47,12,41736,5328,,
cree ,5,888,39,10,34632,4440,,
rend ,5,887,41,10,36367,4435,,
of ,3,886,27,6,23922,2658,,
siecles ,8,885,51,16,45135,7080,,
football ,9,884,55,18,48620,7956,,
morts ,6,884,46,12,40664,5304,,
couleurs ,9,883,62,18,54746,7947,,
jesus ,6,882,35,12,30870,5292,,
cuisine ,8,882,59,16,52038,7056,,
wikipedia ,10,881,76,20,66956,8810,,
travers ,8,880,58,16,51040,7040,,
meilleur ,9,879,67,18,58893,7911,,
londres ,8,878,58,16,50924,7024,,
antiquite ,10,878,73,20,64094,8780,,
second ,7,877,46,14,40342,6139,,
credit ,7,875,53,14,46375,6125,,
avis ,5,875,35,10,30625,4375,,
attaque ,8,874,48,16,41952,6992,,
vivant ,7,872,50,14,43600,6104,,
elements ,9,872,57,18,49704,7848,,
new ,4,871,33,8,28743,3484,,
amis ,5,871,34,10,29614,4355,,
europeens ,10,871,75,20,65325,8710,,
i ,2,870,22,4,19140,1740,,
roman ,6,870,46,12,40020,5220,,
informations ,13,869,97,26,84293,11297,,
dieux ,6,868,48,12,41664,5208,,
moitie ,7,867,57,14,49419,6069,,
arrivee ,8,867,65,16,56355,6936,,
depart ,7,865,50,14,43250,6055,,
jouer ,6,863,46,12,39698,5178,,
forte ,6,863,49,12,42287,5178,,
