word,Nb_char (C_w),Freq (F_w),Nb_scan (S_w),Nb_act,S_w x F_w,C_w x F_w,,
religion ,9,1241,116,9,143956,11169,,
saison ,7,1241,104,7,129064,8687,,
utilise ,8,1240,122,8,151280,9920,,
presque ,8,1240,128,8,158720,9920,,
rapport ,8,1239,131,8,162309,9912,,
public ,7,1238,90,7,111420,8666,,
japon ,6,1238,83,6,102754,7428,,
interieur ,10,1238,146,10,180748,12380,,
peuple ,7,1237,102,7,126174,8659,,
regime ,7,1237,84,7,103908,8659,,
maniere ,8,1233,92,8,113436,9864,,
arrive ,7,1231,100,7,123100,8617,,
reine ,6,1229,78,6,95862,7374,,
super ,6,1228,106,6,130168,7368,,
sert ,5,1227,89,5,109203,6135,,
passer ,7,1222,105,7,128310,8554,,
naissance ,10,1222,112,10,136864,12220,,
pris ,5,1221,89,5,108669,6105,,
plein ,6,1213,83,6,100679,7278,,
politiques ,11,1211,170,11,205870,13321,,
droits ,7,1207,112,7,135184,8449,,
eleves ,7,1205,95,7,114475,8435,,
pape ,5,1197,65,5,77805,5985,,
xixe ,5,1193,89,5,106177,5965,,
simple ,7,1192,101,7,120392,8344,,
tant ,5,1191,82,5,97662,5955,,
asie ,5,1186,61,5,72346,5930,,
latin ,6,1185,83,6,98355,7110,,
surface ,8,1185,100,8,118500,9480,,
autriche ,9,1184,112,9,132608,10656,,
education ,10,1183,119,10,140777,11830,,
europeenne ,11,1181,145,11,171245,12991,,
nouveaux ,9,1180,150,9,177000,10620,,
philippe ,9,1180,118,9,139240,10620,,
regne ,6,1180,76,6,89680,7080,,
sens ,5,1178,84,5,98952,5890,,
noir ,5,1172,83,5,97276,5860,,
points ,7,1171,120,7,140520,8197,,
utiliser ,9,1170,140,9,163800,10530,,
celles ,7,1168,83,7,96944,8176,,
service ,8,1166,108,8,125928,9328,,
memes ,6,1164,82,6,95448,6984,,
uni ,4,1162,71,4,82502,4648,,
iles ,5,1162,72,5,83664,5810,,
situation ,10,1161,155,10,179955,11610,,
construction ,13,1161,198,13,229878,15093,,
petites ,8,1159,121,8,140239,9272,,
projet ,7,1157,111,7,128427,8099,,
gros ,5,1156,86,5,99416,5780,,
signifie ,9,1151,105,9,120855,10359,,
photo ,6,1150,101,6,116150,6900,,
henri ,6,1147,81,6,92907,6882,,
vite ,5,1146,83,5,95118,5730,,
action ,7,1145,89,7,101905,8015,,
displaystyle ,13,1139,194,13,220966,14807,,
gauche ,7,1135,72,7,81720,7945,,
blanc ,6,1132,59,6,66788,6792,,
catholique ,11,1129,138,11,155802,12419,,
russe ,6,1125,109,6,122625,6750,,
musee ,6,1124,90,6,101160,6744,,
facon ,6,1123,66,6,74118,6738,,
americain ,10,1123,100,10,112300,11230,,
club ,5,1123,65,5,72995,5615,,
compose ,8,1117,113,8,126221,8936,,
rencontre ,10,1112,139,10,154568,11120,,
production ,11,1112,162,11,180144,12232,,
date ,5,1109,57,5,63213,5545,,
rendre ,7,1109,91,7,100919,7763,,
conditions ,11,1109,149,11,165241,12199,,
decide ,7,1109,57,7,63213,7763,,
retour ,7,1108,124,7,137392,7756,,
choses ,7,1106,96,7,106176,7742,,
vivre ,6,1105,103,6,113815,6630,,
semaine ,8,1101,93,8,102393,8808,,
coupe ,6,1099,87,6,95613,6594,,
objets ,7,1098,98,7,107604,7686,,
fort ,5,1096,86,5,94256,5480,,
construit ,10,1093,166,10,181438,10930,,
cm ,3,1092,43,3,46956,3276,,
allemands ,10,1091,108,10,117828,10910,,
terme ,6,1084,88,6,95392,6504,,
pu ,3,1084,64,3,69376,3252,,
personnage ,11,1078,141,11,151998,11858,,
grec ,5,1078,60,5,64680,5390,,
culture ,8,1078,127,8,136906,8624,,
creation ,9,1077,112,9,120624,9693,,
main ,5,1075,64,5,68800,5375,,
appeles ,8,1073,101,8,108373,8584,,
voit ,5,1067,93,5,99231,5335,,
ancienne ,9,1063,92,9,97796,9567,,
genre ,6,1063,76,6,80788,6378,,
economique ,11,1061,144,11,152784,11671,,
romaine ,8,1061,102,8,108222,8488,,
aucun ,6,1060,87,6,92220,6360,,
forment ,8,1060,118,8,125080,8480,,
permettent ,11,1057,163,11,172291,11627,,
troupes ,8,1056,141,8,148896,8448,,
juste ,6,1056,102,6,107712,6336,,
zone ,5,1055,87,5,91785,5275,,
mise ,5,1055,73,5,77015,5275,,
printemps ,10,1051,157,10,165007,10510,,
vitesse ,8,1050,126,8,132300,8400,,
majorite ,9,1047,118,9,123546,9423,,
vue ,4,1047,75,4,78525,4188,,
desormais ,10,1043,130,10,135590,10430,,
six ,4,1042,79,4,82318,4168,,
elu ,4,1041,65,4,67665,4164,,
national ,9,1040,113,9,117520,9360,,
vraiment ,9,1038,129,9,133902,9342,,
pense ,6,1036,86,6,89096,6216,,
actuellement ,13,1035,158,13,163530,13455,,
difficile ,10,1033,90,10,92970,10330,,
climat ,7,1033,85,7,87805,7231,,
classe ,7,1033,86,7,88838,7231,,
feu ,4,1032,59,4,60888,4128,,
